BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),Net Electricity Usage (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Cooresponding Campus ID,Data Year,Electricity Emissions,Natural Gas Emissions,Fuel Oil #1 Emissions,Fuel Oil #2 Emissions,Fuel Oil #4 Emissions,Fuel Oil #5 & 6 Emissions,Diesel #2 Emissions,Propane Emissions,Kerosene Emissions,District Chilled Water Emissions,District Steam Emissions,Total GHG Emissions (MT CO2e),BERDO Property Type,Threshold 2025,Threshold 2026,Threshold 2027,Threshold 2028,Threshold 2029,Threshold 2030,Threshold 2031,Threshold 2032,Threshold 2033,Threshold 2034,Threshold 2035,Threshold 2036,Threshold 2037,Threshold 2038,Threshold 2039,Threshold 2040,Threshold 2041,Threshold 2042,Threshold 2043,Threshold 2044,Threshold 2045,Threshold 2046,Threshold 2047,Threshold 2048,Threshold 2049,Threshold 2050
100015,602643020,101 SEAPORT BOULEVARD,101 Seaport Blvd,2210,101 Seaport Blvd,2210,620642,Office,Office,55.8,34653551.2,11674103,22979448.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,1926.367134,620.0116103,0,0,0,0,0,0,0,0,0,2546,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100016,304578000,101 SUMMER STREET INC,105-111 Summer St,2110,101 111 Summer St,2110,52651,Office,Office,73.7,3881054.2,1589705.2,2291349.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,192.0837951,84.42924317,0,0,0,0,0,0,0,0,0,277,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100017,304717000,101bos llc,100-102 Tremont St,2108,75  59 Bromfield St,2108,78608,Office,"Office, Restaurant",121.8,9575445.3,4659840.3,4915603.6,0,,0,0,0,0,0,0,0,0,0,0,0,2021,418.7602707,247.4841183,0,0,0,0,0,0,0,0,0,666,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100023,303842000,112 LLC,98-114 Water St,2109,102 114 Water St,2109,25320,Office,Office,30.4,769363,271600,497763,0,,0,0,0,0,0,0,0,0,0,0,0,2022,41.72747229,14.424676,0,0,0,0,0,0,0,0,0,56,Office,100000,100000,100000,100000,100000,100000,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100024,306400000,1134 WASHINGTON STREET,1134-1140 Washington St,2118,1134 1140 Washington St,2118,33538,Multifamily Housing,"Multifamily Housing , Bank Branch , Other",37.4,1254138.2,833500,420638.2,0,,0,0,0,0,0,0,0,0,0,0,0,2022,35.26210031,44.267185,0,0,0,0,0,0,0,0,0,80,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100025,2100753000,1139 commonwealth llc mass llc,1139 Commonwealth Ave,2134,1139 Commonwealth Ave,2134,23830,Multifamily Housing,Multifamily Housing,79.9,1903822.2,1727718.7,176103.6,0,,0,0,0,0,0,0,0,0,0,0,0,2021,15.00226568,91.75914016,0,0,0,0,0,0,0,0,0,107,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100027,2200550000,1200 SFR LLC,1200 Soldiers Field Rd,2134,1200 Soldiers Field Rd,2134,27543,Office,Office,35.2,970245.1,271189.1,699056,0,,0,0,0,0,0,0,0,0,0,0,0,2022,58.60186448,14.4028531,0,0,0,0,0,0,0,0,0,73,Office,100000,100000,100000,100000,100000,100000,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100028,602643040,121 SEAPORT BOULEVARD CONDOMINIIUM TRUST,113  129 Seaport Blvd,2210,113 129 Seaport Blvd,2210,486562,Office,Office,56.3,27398360.7,9172813.9,18225546,0,,0,0,0,0,0,0,0,0,0,0,0,2022,1527.847521,487.1681462,0,0,0,0,0,0,0,0,0,2015,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100030,703576000,1246 mass ave llc,1246-1250 Massachusetts Ave,2125,1246 Massachusetts Ave,2125,26140,Manufacturing/Industrial Plant,0,205.7,5377084.2,3746099.8,1630984.5,0,,0,0,0,0,0,0,0,0,0,0,0,2021,138.9435696,198.9553604,0,0,0,0,0,0,0,0,0,338,Manufacturing/Industrial,100000,100000,100000,100000,100000,100000,15.3,15.3,15.3,15.3,10.9,10.9,10.9,10.9,10.9,6.7,6.7,6.7,6.7,6.7,3.2,3.2,3.2,3.2,3.2,0
100031,1101208030,125 AMORY LEASEHOLD CONDOMINIUM ASSOCIATION,125 Amory St,2119,125 Amory St,2119,113806,Multifamily Housing,Multifamily Housing,97.4,11082552.8,3177877.1,7904675.9,0,,0,0,0,0,0,0,0,0,0,0,0,2022,662.6489807,168.7770528,0,0,0,0,0,0,0,0,0,831,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100035,304334000,125 LINCOLN STREET OWNER LLC,109-153 Lincoln St,2111,109 153 Lincoln St,2111,110832,Office,"Office,Retail Store",36.9,4093256.9,3850500,242757,0,,0,0,0,0,0,0,0,0,0,0,0,2022,20.35031931,204.500055,0,0,0,0,0,0,0,0,0,225,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100036,504328000,126 BROOKLINE AVENUE LLC,122-130 Brookline Ave,2215,122 130 Brookline Ave,2215,71844,Retail Store,"Restaurant , Office , Retail Store , Other",109,7833393.6,1974977.4,5858417.6,0,,0,0,0,0,0,0,0,0,0,0,0,2022,491.1111474,104.8910497,0,0,0,0,0,0,0,0,0,596,Retail,7.1,7.1,7.1,7.1,7.1,3.4,3.4,3.4,3.4,3.4,2.4,2.4,2.4,2.4,2.4,1.5,1.5,1.5,1.5,1.5,0.7,0.7,0.7,0.7,0.7,0
100037,602642000,133 SEAPORT RESIDENTIAL CONDOMINIUM TRUST,131-153 Seaport Blvd,2210,131 149 Seaport Blvd,2210,193939,Multifamily Housing,Multifamily Housing,57,11048966,7392786.4,3656179.8,0,,0,0,0,0,0,0,0,0,0,0,0,2022,306.4975526,392.6308857,0,0,0,0,0,0,0,0,0,699,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100038,602642100,133 SEAPORT RESIDENTIAL CONDOMINIUM TRUST,133 Seaport Blvd,2210,133 Seaport Blvd,2210,266921,Multifamily Housing,Multifamily Housing,43.7,11666636.6,6938160.7,4728475.8,0,,0,0,0,0,0,0,0,0,0,0,0,2022,396.3881263,368.4857148,0,0,0,0,0,0,0,0,0,765,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100039,502721000,133-135 MARLBOROUGH STREET,133 Marlborough St,2116,133 135 Marlborough St,2116,22214,Multifamily Housing,Multifamily Housing,69.8,1549595.4,1176483,373112.4,0,,0,0,0,0,0,0,0,0,0,0,0,2022,31.27801249,62.48301213,0,0,0,0,0,0,0,0,0,94,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100041,1302364050,135 MORRISSEY OWNER LLC,135 William T Morrissey Blvd,2127,135 Wm T Morrissey Blvd,2127,708310,Laboratory,"Office , Laboratory",40.1,28368151.5,8944433.7,19423717.6,0,,0,0,0,0,0,0,0,0,0,0,0,2022,1628.290246,475.0388738,0,0,0,0,0,0,0,0,0,2103,Technology/Science,19.2,19.2,19.2,19.2,19.2,11.1,11.1,11.1,11.1,11.1,7.8,7.8,7.8,7.8,7.8,5.1,5.1,5.1,5.1,5.1,2.5,2.5,2.5,2.5,2.5,0
100043,304692050,14 beacon street llc,14 14a Beacon St,2108,14 14a Beacon St,2108,88203,Office,"Library, Office",33.3,2935311.2,1554590.8,1380720.4,0,,0,0,0,0,0,0,0,0,0,0,0,2021,117.6235709,82.56431739,0,0,0,0,0,0,0,0,0,200,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100045,1000003000,1457 TREMONT STREET LLC,1455-1459 Tremont St #,2120,1457 Tremont St,2120,38208,Multifamily Housing,"Multifamily Housing , Bank Branch",29.6,1130429.2,488000,642429.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,53.85483145,25.91768,0,0,0,0,0,0,0,0,0,80,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100046,1000517000,1480 TREMONT REALTY TRUST,1486 Tremont St,2120,1486 Tremont St,2120,75370,Multifamily Housing,Multifamily Housing,52.8,3977636.3,2220251.5,1757384.7,0,,0,0,0,0,0,0,0,0,0,0,0,2022,147.3215594,117.9175572,0,0,0,0,0,0,0,0,0,265,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100049,504242000,15-19 QUEENSBERRY STREET LLC,15 Queensberry St,2215,15 Queensberry St,2215,19110,Multifamily Housing,Multifamily Housing,50.6,966457.8,0,273932.4,0,,0,0,0,0,692525.4,0,0,0,0,0,0,2022,22.96375309,0,0,51.39230993,0,0,0,0,0,0,0,74,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100051,600074010,150 DORCHESTER AVENUE,150 Dorchester Ave,2127,150 Dorchester Ave,2127,103803,Multifamily Housing,Multifamily Housing,53.1,5507239.6,2704500,2802739.6,0,,0,0,0,0,0,0,0,0,0,0,0,2022,234.9536607,143.635995,0,0,0,0,0,0,0,0,0,379,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100054,800791000,152 HAMPDEN STREET LLC,152 Hampden St,2119,152 Hampden St,2119,21000,Office,"Bar/Nightclub , Office",63.2,1327146,698163,628983.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,52.72765327,37.07943693,0,0,0,0,0,0,0,0,0,90,Office,100000,100000,100000,100000,100000,100000,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100055,100526000,16 BOARDMAN STREET CONDOMINIUM TRUST,16 Boardman St,2128,16 Boardman St,2128,19700,Multifamily Housing,Multifamily Housing,20,393836.9,0,393836.9,0,,0,0,0,0,0,0,0,0,0,0,0,2022,33.01534733,0,0,0,0,0,0,0,0,0,0,33,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100056,600268000,160 WEST BROADWAY,135 Athens St,2127,160 W Broadway St,2127,24358,Multifamily Housing,Multifamily Housing,19.9,485110.6,270100,215010.6,0,,0,0,0,0,0,0,0,0,0,0,0,2022,18.0243386,14.345011,0,0,0,0,0,0,0,0,0,32,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100057,2102015000,16509 CWMA OWNER LLC,1650-1654 Commonwealth Ave,2135,1650 Commonwealth Ave,2135,38640,Multifamily Housing,Multifamily Housing,117.9,4557120.1,3670000.1,887120,0,,0,0,0,0,0,0,0,0,0,0,0,2022,74.3672696,194.9137053,0,0,0,0,0,0,0,0,0,269,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100060,600291000,170 WEST BROADWAY,170 W Broadway,2127,170 W Broadway,2127,67100,Multifamily Housing,Multifamily Housing,51,3421007.6,2016700,1404307.5,0,,0,0,0,0,0,0,0,0,0,0,0,2022,117.7230977,107.106937,0,0,0,0,0,0,0,0,0,225,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100064,1200005000,185 DUDLEY STREET LLC,185 Dudley St,2119,185 Dudley St,2119,20152,Office,Office,68.3,1375515.9,971600,403916,0,,0,0,0,0,0,0,0,0,0,0,0,2022,33.86027828,51.601676,0,0,0,0,0,0,0,0,0,85,Office,100000,100000,100000,100000,100000,100000,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100065,304176000,185 FRANKLIN STREET,185 Franklin St,2110,185 Franklin St,2110,813721,Office,Office,41.9,34071346.7,0,20774078,0,,0,0,13297269.6,0,0,0,0,0,0,0,0,2022,1741.490959,0,0,0,0,0,0,0,0,0,882.9387014,2624,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100066,801106020,1850  CONDOMINIUM  TRUST,90 Wareham St,2118,90 Wareham St,2118,70831,Multifamily Housing,Multifamily Housing,77.5,5488444.6,1205899.9,4282544.5,0,,0,0,0,0,0,0,0,0,0,0,0,2022,359.0057054,64.04534369,0,0,0,0,0,0,0,0,0,423,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100069,303270000,190 NORTH STREET LLC,5 Baker's Aly,2113,5 Bakers Al,2113,43668,Multifamily Housing,Multifamily Housing,49.9,2178461.6,1424436.9,754024.7,0,,0,0,0,0,0,0,0,0,0,0,0,2022,63.2098906,75.65184376,0,0,0,0,0,0,0,0,0,139,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100071,2102480000,1955 COMM AVE LLC,1955 Commonwealth Ave,2135,1955 Commonwealth Ave,2135,48132,Multifamily Housing,Multifamily Housing,70.2,3381073.4,2262233.8,437906.3,0,,0,0,0,680933.3,0,0,0,0,0,0,0,2022,36.70968513,120.1472371,50.04859755,0,0,0,0,0,0,0,0,207,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100076,801023010,1K MASS AVE LLC,1000 Massachusetts Ave,2118,1000 Massachusetts Ave,2118,31422,Office,Office,15.4,483538.4,0,483538.4,0,,0,0,0,0,0,0,0,0,0,0,0,2022,40.53502407,0,0,0,0,0,0,0,0,0,0,41,Office,100000,100000,100000,100000,100000,100000,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100080,305348000,201 SOUTH STREET OWNER LLC,195  201 South St,2111,195 201 South St,2111,84581.4,Office,Office,46.3,3913976.8,2920409.2,993567.6,0,,0,0,0,0,0,0,0,0,0,0,0,2022,83.29077191,155.1029326,0,0,0,0,0,0,0,0,0,238,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100083,302807000,21 BEACON CONDOMINIUM TRUST,21-23 Beacon St,2108,19 23 Beacon St,2108,131932,Multifamily Housing,"Multifamily Housing , Office , Other - Restaurant/Bar , Convenience Store without Gas Station",103.8,13694835.6,10684799.7,3010036,0,,0,0,0,0,0,0,0,0,0,0,0,2022,252.3313179,567.4697121,0,0,0,0,0,0,0,0,0,820,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100084,1704098000,2165 DOT AVE LLC,2165 Dorchester Ave,2124,2165 Dorchester Ave,2124,31200,Multifamily Housing,Multifamily Housing,67.6,2109093.5,0,386163.3,0,,0,0,0,0,1722930.1,0,0,0,0,0,0,2022,32.37206944,0,0,127.8586427,0,0,0,0,0,0,0,160,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100086,1100896020,225 CENTRE STREET CONDOMINIUM TRUST,225 Centre St,2119,225 Centre St,2119,111325,Multifamily Housing,"Multifamily Housing,Other",70.3,7828343.2,5287177.7,2541165.5,0,,0,0,0,0,0,0,0,0,0,0,0,2022,213.0259039,280.8020076,0,0,0,0,0,0,0,0,0,494,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100088,1502982000,233 HANCOCK LLC,233 Hancock St,2125,233 Hancock St,2125,36160,Multifamily Housing,Multifamily Housing,36.8,1330212.6,0,1330212.6,0,,0,0,0,0,0,0,0,0,0,0,0,2022,111.5117223,0,0,0,0,0,0,0,0,0,0,112,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100090,401400000,24 HAVILAND LLC MASS LLC,24 Haviland St,2115,24 Haviland St,2115,25030,Multifamily Housing,Multifamily Housing,73.2,1831093.1,1450000,381093.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,31.94703457,77.0095,0,0,0,0,0,0,0,0,0,109,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
