BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Cooresponding Campus ID,Data Year,Electricity Emissions,Natural Gas Emissions,Fuel Oil #1 Emissions,Fuel Oil #2 Emissions,Fuel Oil #4 Emissions,Fuel Oil #5 & 6 Emissions,Diesel #2 Emissions,Propane Emissions,Kerosene Emissions,District Chilled Water Emissions,District Steam Emissions,Electricity Emissions (MT CO2e),Natural Gas Emissions (MT CO2e),Fuel Oil #1 Emissions (MT CO2e),Fuel Oil #2 Emissions (MT CO2e),Fuel Oil #4 Emissions (MT CO2e),Fuel Oil #5 & #6 Emissions (MT CO2e),Diesel #2 Emissions (MT CO2e),Propane Emissions (MT CO2e),Kerosene Emissions (MT CO2e),District Chilled Water Emissions (MT CO2e),District Steam Emissions (MT CO2e),Total GHG Emissions (MT CO2e),BERDO Property Type
100015,602643020.0,101 SEAPORT BOULEVARD,101 Seaport Blvd,2210.0,101 Seaport Blvd,2210.0,620642.0,Office,Office,55.8,34653551.2,11674103.0,22979448.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1926.3671342230002,620.0116103299999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546,Office
100016,304578000.0,101 SUMMER STREET INC,105-111 Summer St,2110.0,101 111 Summer St,2110.0,52651.0,Office,Office,73.7,3881054.2,1589705.2,2291349.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,192.083795053,84.42924317199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,Office
100017,304717000.0,101bos llc,100-102 Tremont St,2108.0,75  59 Bromfield St,2108.0,78608.0,Office,"Office, Restaurant",121.8,9575445.3,4659840.3,4915603.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,418.7602706839999,247.484118333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666,Office
100023,303842000.0,112 LLC,98-114 Water St,2109.0,102 114 Water St,2109.0,25320.0,Office,Office,30.4,769363.0,271600.0,497763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,41.727472289999994,14.424676000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,Office
100024,306400000.0,1134 WASHINGTON STREET,1134-1140 Washington St,2118.0,1134 1140 Washington St,2118.0,33538.0,Multifamily Housing,"Multifamily Housing , Bank Branch , Other",37.4,1254138.2,833500.0,420638.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,35.262100306,44.267185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,Multifamily Housing
100025,2100753000.0,1139 commonwealth llc mass llc,1139 Commonwealth Ave,2134.0,1139 Commonwealth Ave,2134.0,23830.0,Multifamily Housing,Multifamily Housing,79.9,1903822.2,1727718.7,176103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,15.002265684,91.75914015699999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,Multifamily Housing
100027,2200550000.0,1200 SFR LLC,1200 Soldiers Field Rd,2134.0,1200 Soldiers Field Rd,2134.0,27543.0,Office,Office,35.2,970245.1,271189.1,699056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,58.60186448,14.402853100999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,Office
100028,602643040.0,121 SEAPORT BOULEVARD CONDOMINIIUM TRUST,113  129 Seaport Blvd,2210.0,113 129 Seaport Blvd,2210.0,486562.0,Office,Office,56.3,27398360.7,9172813.9,18225546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1527.8475211799998,487.16814622900006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,Office
100030,703576000.0,1246 mass ave llc,1246-1250 Massachusetts Ave,2125.0,1246 Massachusetts Ave,2125.0,26140.0,Manufacturing/Industrial Plant,0,205.7,5377084.2,3746099.8,1630984.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,138.94356955499998,198.955360378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,Manufacturing/Industrial
100031,1101208030.0,125 AMORY LEASEHOLD CONDOMINIUM ASSOCIATION,125 Amory St,2119.0,125 Amory St,2119.0,113806.0,Multifamily Housing,Multifamily Housing,97.4,11082552.8,3177877.1,7904675.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,662.6489806970001,168.777052781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831,Multifamily Housing
100035,304334000.0,125 LINCOLN STREET OWNER LLC,109-153 Lincoln St,2111.0,109 153 Lincoln St,2111.0,110832.0,Office,"Office,Retail Store",36.9,4093256.9,3850500.0,242757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,20.35031931,204.500055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,Office
100036,504328000.0,126 BROOKLINE AVENUE LLC,122-130 Brookline Ave,2215.0,122 130 Brookline Ave,2215.0,71844.0,Retail Store,"Restaurant , Office , Retail Store , Other",109.0,7833393.6,1974977.4,5858417.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,491.11114740799997,104.89104971399999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596,Retail
100037,602642000.0,133 SEAPORT RESIDENTIAL CONDOMINIUM TRUST,131-153 Seaport Blvd,2210.0,131 149 Seaport Blvd,2210.0,193939.0,Multifamily Housing,Multifamily Housing,57.0,11048966.0,7392786.4,3656179.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,306.497552634,392.63088570400004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699,Multifamily Housing
100038,602642100.0,133 SEAPORT RESIDENTIAL CONDOMINIUM TRUST,133 Seaport Blvd,2210.0,133 Seaport Blvd,2210.0,266921.0,Multifamily Housing,Multifamily Housing,43.7,11666636.6,6938160.7,4728475.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,396.388126314,368.485714777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765,Multifamily Housing
100039,502721000.0,133-135 MARLBOROUGH STREET,133 Marlborough St,2116.0,133 135 Marlborough St,2116.0,22214.0,Multifamily Housing,Multifamily Housing,69.8,1549595.4,1176483.0,373112.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,31.278012492000002,62.48301213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,Multifamily Housing
100041,1302364050.0,135 MORRISSEY OWNER LLC,135 William T Morrissey Blvd,2127.0,135 Wm T Morrissey Blvd,2127.0,708310.0,Laboratory,"Office , Laboratory",40.1,28368151.5,8944433.7,19423717.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1628.2902464079998,475.038873807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103,Technology/Science
100043,304692050.0,14 beacon street llc,14 14a Beacon St,2108.0,14 14a Beacon St,2108.0,88203.0,Office,"Library, Office",33.3,2935311.2,1554590.8,1380720.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,117.62357087599999,82.56431738799999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,Office
100045,1000003000.0,1457 TREMONT STREET LLC,1455-1459 Tremont St #,2120.0,1457 Tremont St,2120.0,38208.0,Multifamily Housing,"Multifamily Housing , Bank Branch",29.6,1130429.2,488000.0,642429.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,53.85483145299999,25.91768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,Multifamily Housing
100046,1000517000.0,1480 TREMONT REALTY TRUST,1486 Tremont St,2120.0,1486 Tremont St,2120.0,75370.0,Multifamily Housing,Multifamily Housing,52.8,3977636.3,2220251.5,1757384.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,147.321559401,117.91755716499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,Multifamily Housing
100049,504242000.0,15-19 QUEENSBERRY STREET LLC,15 Queensberry St,2215.0,15 Queensberry St,2215.0,19110.0,Multifamily Housing,Multifamily Housing,50.6,966457.8,0.0,273932.4,0.0,0.0,0.0,0.0,0.0,692525.4,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,22.963753092,0.0,0.0,51.392309934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,Multifamily Housing
100051,600074010.0,150 DORCHESTER AVENUE,150 Dorchester Ave,2127.0,150 Dorchester Ave,2127.0,103803.0,Multifamily Housing,Multifamily Housing,53.1,5507239.6,2704500.0,2802739.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,234.953660668,143.635995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379,Multifamily Housing
100054,800791000.0,152 HAMPDEN STREET LLC,152 Hampden St,2119.0,152 Hampden St,2119.0,21000.0,Office,"Bar/Nightclub , Office",63.2,1327146.0,698163.0,628983.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,52.72765327299999,37.07943693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,Office
100055,100526000.0,16 BOARDMAN STREET CONDOMINIUM TRUST,16 Boardman St,2128.0,16 Boardman St,2128.0,19700.0,Multifamily Housing,Multifamily Housing,20.0,393836.9,0.0,393836.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,33.015347327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Multifamily Housing
100056,600268000.0,160 WEST BROADWAY,135 Athens St,2127.0,160 W Broadway St,2127.0,24358.0,Multifamily Housing,Multifamily Housing,19.9,485110.6,270100.0,215010.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,18.024338598000003,14.345011000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Multifamily Housing
100057,2102015000.0,16509 CWMA OWNER LLC,1650-1654 Commonwealth Ave,2135.0,1650 Commonwealth Ave,2135.0,38640.0,Multifamily Housing,Multifamily Housing,117.9,4557120.1,3670000.1,887120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,74.3672696,194.913705311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269,Multifamily Housing
100060,600291000.0,170 WEST BROADWAY,170 W Broadway,2127.0,170 W Broadway,2127.0,67100.0,Multifamily Housing,Multifamily Housing,51.0,3421007.6,2016700.0,1404307.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,117.72309772499999,107.106937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,Multifamily Housing
100064,1200005000.0,185 DUDLEY STREET LLC,185 Dudley St,2119.0,185 Dudley St,2119.0,20152.0,Office,Office,68.3,1375515.9,971600.0,403916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,33.860278279999996,51.601676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,Office
100065,304176000.0,185 FRANKLIN STREET,185 Franklin St,2110.0,185 Franklin St,2110.0,813721.0,Office,Office,41.9,34071346.7,0.0,20774078.0,0.0,0.0,0.0,13297269.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1741.4909587400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.93870144,2624,Office
100066,801106020.0,1850  CONDOMINIUM  TRUST,90 Wareham St,2118.0,90 Wareham St,2118.0,70831.0,Multifamily Housing,Multifamily Housing,77.5,5488444.6,1205899.9,4282544.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,359.00570543500004,64.04534368899999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423,Multifamily Housing
100069,303270000.0,190 NORTH STREET LLC,5 Baker's Aly,2113.0,5 Bakers Al,2113.0,43668.0,Multifamily Housing,Multifamily Housing,49.9,2178461.6,1424436.9,754024.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,63.20989060099999,75.651843759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,Multifamily Housing
100071,2102480000.0,1955 COMM AVE LLC,1955 Commonwealth Ave,2135.0,1955 Commonwealth Ave,2135.0,48132.0,Multifamily Housing,Multifamily Housing,70.2,3381073.4,2262233.8,437906.3,0.0,0.0,0.0,0.0,680933.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,36.709685129,120.147237118,50.048597550000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,Multifamily Housing
100076,801023010.0,1K MASS AVE LLC,1000 Massachusetts Ave,2118.0,1000 Massachusetts Ave,2118.0,31422.0,Office,Office,15.4,483538.4,0.0,483538.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,40.535024072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Office
100080,305348000.0,201 SOUTH STREET OWNER LLC,195  201 South St,2111.0,195 201 South St,2111.0,84581.4,Office,Office,46.3,3913976.8,2920409.2,993567.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,83.290771908,155.10293261200002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238,Office
100083,302807000.0,21 BEACON CONDOMINIUM TRUST,21-23 Beacon St,2108.0,19 23 Beacon St,2108.0,131932.0,Multifamily Housing,"Multifamily Housing , Office , Other - Restaurant/Bar , Convenience Store without Gas Station",103.8,13694835.6,10684799.7,3010036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,252.33131788,567.4697120669999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820,Multifamily Housing
100084,1704098000.0,2165 DOT AVE LLC,2165 Dorchester Ave,2124.0,2165 Dorchester Ave,2124.0,31200.0,Multifamily Housing,Multifamily Housing,67.6,2109093.5,0.0,386163.3,0.0,0.0,0.0,0.0,0.0,1722930.1,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,32.372069439,0.0,0.0,127.858642721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,Multifamily Housing
100086,1100896020.0,225 CENTRE STREET CONDOMINIUM TRUST,225 Centre St,2119.0,225 Centre St,2119.0,111325.0,Multifamily Housing,"Multifamily Housing,Other",70.3,7828343.2,5287177.7,2541165.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,213.025903865,280.80200764700004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494,Multifamily Housing
100088,1502982000.0,233 HANCOCK LLC,233 Hancock St,2125.0,233 Hancock St,2125.0,36160.0,Multifamily Housing,Multifamily Housing,36.8,1330212.6,0.0,1330212.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,111.511722258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,Multifamily Housing
100090,401400000.0,24 HAVILAND LLC MASS LLC,24 Haviland St,2115.0,24 Haviland St,2115.0,25030.0,Multifamily Housing,Multifamily Housing,73.2,1831093.1,1450000.0,381093.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,31.947034572999996,77.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,Multifamily Housing
100091,2201898000.0,24-26 HICHBORN STREET LLC,26 Hichborn St,2135.0,26 24 Hichborn St,2135.0,31532.0,Multifamily Housing,0,35.9,1132994.9,375200.0,757795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,63.52595485,19.926872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,Multifamily Housing
