_id,Property Name,Reported,Tax Parcel,Property Type,Address,Year Built
2482,,Not Compliant,300450972,Educational Private / Other,10 WHITTIER PL,
2153,,Not Compliant,2102168001,ELDERLY HOME,50 SUTHERLAND RD,
2154,,Not Compliant,1501522000,ELDERLY HOME,    DITSON ST,
2155,,Not Compliant,701435000,ELDERLY HOME,1380 COLUMBIA RD,
2156,,Not Compliant,2101707700,ELDERLY HOME,180 COREY RD,
2157,,Not Compliant,202974000,ELDERLY HOME,100 FERRIN ST,
2158,,Not Compliant,1404238300,EXEMPT 121A PROPERTY,33543 FERMOY HEIGHTS AV,
2159,,Not Compliant,304483000,EXEMPT 121A PROPERTY,13 17 OXFORD ST,
2160,,Not Compliant,1000300000,EXEMPT 121A PROPERTY,873 HUNTINGTON AV,
2161,,Not Compliant,202164100,EXEMPT 121A PROPERTY,    STREET A  ,
2162,,Not Compliant,1201345000,EXEMPT 121A PROPERTY,16 AKRON ST,
2163,,Not Compliant,401507000,EXEMPT 121A PROPERTY,76 78 WESTLAND AV,
2164,,Not Compliant,602679010,EXEMPT 121A PROPERTY,1 SEAPORT LA,
401,Omni Parker House,Reported,304696000,Hotel,60 School Street,1855
672,Harborside Inn,Submitted with possible data errors,303808000,Hotel,185 State Street,1875
68,Boston Copley Square Courtyard,Reported,401057000,Hotel,88 Exeter st,1890
961,The Revolution Hotel,Reported,500865000,Hotel,40 Berkeley,1899
877,1234 Soldiers Field Road,Reported,2200562002,Hotel,1234 Soldiers Field Road,1900
1817,The Lenox Hotel,Submitted with possible data errors,401038000,Hotel,710 Boylston Street,1900
190,Residence inn seaport by marriott,Submitted with possible data errors,602653010,Hotel,370 Congress St,1901
1841,Devonshire Arch,Reported,304664000,Hotel,159-175 Devonshire St.,1908
549,254-The Whitney,Reported,502443000,Hotel,170 Charles Street,1909
1599,The Eliot Hotel,Reported,503800000,Hotel,370 Commonwealth Avenue,1925
1858,Boston Park Plaza,Voluntary,500810004,Hotel,50 Park Plaza,1927
559,The Verb Hotel,Reported,504208000,Hotel,1271 Boylston St,1959
69,Wyndham Boston Beacon Hill,Reported,300660002,Hotel,5 Blossom Street,1968
1837,The Colonnade Hotel,Reported,400905000,Hotel,120 Huntington Avenue,1971
736,Ramada Boston,Reported,1602588000,Hotel,800 Morrissey Blvd,1972
824,A0000048 - REVERE_BOS_NKOBT,Submitted with possible data errors,500135002,Hotel,200 STUART ST,1977
238,Boston Devonshire MA HC,Reported,303883000,Hotel,60 Devonshire St,1980
336,Four Seasons Boston,Reported,501185000,Hotel,200/220 Boylston Street,1980
216,"The Bostonian Boston, a Millennium Hotel",Reported,303365000,Hotel,26 North Street,1982
337,Hyatt Regency Boston,Reported,304500100,Hotel,One Avenue De Lafayette,1983
497,Hyatt Regency Boston,Reported,304500100,Hotel,One Avenue deLafayette,1983
760,33787-Boston Copley Marriott,Reported,400985100,Hotel,110 Huntington Ave,1983
821,A0000034 - COPLEY_BOS_BACKSTREETS,Reported,401067010,Hotel,10 HUNTINGTON AVE,1983
737,Comfort Inn Boston,Reported,1602553000,Hotel,944 Morrissey Blvd,1985
217,Doubletree Suites,Reported,2200102000,Hotel,400 Soldiers Field Rd,1990
273,33751-Boston Marriott Long Wharf,Reported,303020000,Hotel,296 State Street,1990
575,29WHY-Sheraton Boston Hotel,Reported,401037300,Hotel,39 Dalton Street,1990
825,A0000043 - HYATT_BOS_LHOHARBORSIDE,Voluntary,,Hotel,101 HARBORSIDE DR,1993
708,Hilton Boston Downtown/Faneuil Hall,Reported,304029000,Hotel,89 Broad St,1998
115,Doubletree Club Hotel Boston Bayside,Submitted with possible data errors,,Hotel,240 Mt. Vernon Street,1999
286,Hilton Boston Logan Airport (BOSLH),Reported,104102000,Hotel,One Hotel Drive,1999
498,Hilton Boston Logan Airport (BOSLH),Reported,104102000,Hotel,One Hotel Drive,1999
274,42S22-W Boston Hotel & Residen RA,Reported,500075020,Hotel,100 Stuart Street,2000
437,Nine Zero - SV,Reported,304697000,Hotel,90 Tremont Street,2001
418,Embassy Suites Boston Logan Airport,Reported,104102000,Hotel,167 Cottage Street,2003
121,Loews Boston Hotel,Reported,401117000,Hotel,350 Stuart Street,2004
438,Onyx Hotel,Reported,301646010,Hotel,155 Portland Street,2004
476,Boston MA KO,Reported,301646010,Hotel,155 Portland St,2004
679,172-The Boxer (Bulfinch) Hotel,Reported,301676000,Hotel,107 Merrimac Street,2005
1334,172-The Boxer (Bulfinch) Hotel,Reported,301676000,Hotel,107 Merrimac Street,2005
1716,172-The Boxer (Bulfinch) Hotel,Reported,301676000,Hotel,107 Merrimac Street,2005
1772,311NH-BOSDM-CY Boston Downtown,Reported,500065000,Hotel,275 Tremont Street,2005
265,500 Atlantic Avenue Condo Association,Reported,302953010,Hotel,500 Atlantic Avenue,2006
709,Westin Boston Waterfront Hotel,Voluntary,602805010,Hotel,425 Summer Street,2006
585,Hilton Boston Back Bay,Reported,401327000,Hotel,40 Dalton Street,2007
823,A0000040 - LIBERTY_BOS_LOOKFORWARD,Reported,300445010,Hotel,215 CHARLES ST,2007
1771,9673R-BOSWF-Renaissance Boston Waterfront,Reported,602680100,Hotel,606 Congress Street,2008
822,A0000038 - W_BOS_RAZORBACKS,Reported,500075030,Hotel,100 STUART STREET,2009
1718,045-HIESB,Reported,703436000,Hotel,69 R. Boston Street,2010
1719,046-CYMSB,Reported,703436001,Hotel,63 R. Boston Street,2010
1829,Hostelling International - Boston,Reported,304925000,Hotel,19 Stuart Street,2012
1694,100 Boardman St,Submitted with possible data errors,100524000,Hotel,100 Boardman St,2014
1717,255-The Envoy Hotel,Reported,602640010,Hotel,70 Sleeper Street,2016
237,Boston MA YTL,Reported,602640080,Hotel,65 Seaport Blvd,2017
2474,,Not Compliant,306730000,HOTEL,225 Albany Street,
2200,,Not Compliant,100522000,HOTEL/LODGING,415 WM F MCCLELLAN HW,
2201,,Not Compliant,401087000,HOTEL/LODGING,205 DARTMOUTH ST,
2202,,Not Compliant,402304000,HOTEL/LODGING,220 200 HUNTINGTON AV,
2203,,Not Compliant,401056000,HOTEL/LODGING,47 51 HUNTINGTON AV,
2204,,Not Compliant,501195000,HOTEL/LODGING,15 ARLINGTON ST,
2205,,Not Compliant,203591000,HOTEL/LODGING,44 CHARLES RIVER AV,
2206,,Not Compliant,302805000,HOTEL/LODGING,15 15A BEACON ST,
2207,,Not Compliant,100549001,HOTEL/LODGING,225 WM F MCCLELLAN HW,
2208,,Not Compliant,2100072000,HOTEL/LODGING,121 BROOKLINE AV,
2209,,Not Compliant,304810010,HOTEL/LODGING,59 65 TEMPLE PL,
2210,,Not Compliant,800900050,HOTEL/LODGING,811 MASSACHUSETTS AV,
2211,,Not Compliant,1902878000,INDUSTRIAL LOFT,22 18 ARBORETUM RD,
2212,,Not Compliant,306602000,INDUSTRIAL LOFT,240 242 E BERKELEY ST,
2213,,Not Compliant,601948000,INDUSTRIAL LOFT,417 423C W BROADWAY  ,
1391,175 McClellan HWY,Reported,,Mixed Use Property,144 Addison St,1910
547,540 Comm Ave,Reported,503938000,Mixed Use Property,540 Commonwealth Avenue,1925
25,140 Clarendon,Reported,401085000,Mixed Use Property,140 Clarendon Street,1930
275,DAUGHTERS OF ST PAUL INC,Reported,1902625000,Mixed Use Property,50 ST PAULS AVENUE,1955
870,125 Lincoln Street,Reported,304334000,Mixed Use Property,125 Lincoln Street,1955
346,Longwood Galleria,Reported,401914000,Mixed Use Property,400 Brookline Avenue,1969
1787,PHS-BWH-ServiCenter Garage,Reported,1000240000,Mixed Use Property,"500 Brookline Avenue, or",1970
665,75 State Street,Reported,303860000,Mixed Use Property,75 State Street,1987
895,Rowes Wharf,Reported,302961198,Mixed Use Property,30 Rowes Wharf,1987
343,The Heritage on the Garden,Reported,501170002,Mixed Use Property,300 Boylston Street,1988
1547,Shad Hall,Reported,2200530000,Mixed Use Property,70 North Harvard Street,1990
236,One Brigham Circle,Reported,1000649000,Mixed Use Property,1620 Tremont Street,2003
1775,One Brigham Circle,Reported,1000649000,Mixed Use Property,1620 Tremont Street,2003
887,750 Dorchester Ave Condo Association,Reported,43566,Mixed Use Property,750 Dorchester Ave,2009
269,Battery Wharf Master Condo Assoc,Reported,303041300,Mixed Use Property,2 Battery Wharf,2012
776,Boylston West (Van Ness),Reported,504322010,Mixed Use Property,1335 Boylston St,2015
2224,,Not Compliant,301652000,MOTEL,101 111 CAUSEWAY ST,
1810,Commercial Wharf West,Reported,303549000,Multifamily Housing,79-85 Atlantic Avenue,1834
846,Phillips Brooks-1300741010,Voluntary,1300741010,Multifamily Housing,5 Perth Street,1845
97,Lorenzo Pitts: 1 Gardner,Reported,903454000,Multifamily Housing,1 Gardner Street,1860
480,"755 Boylston, LLC",Reported,503207200,Multifamily Housing,755 Boylston Street,1860
1768,FOREST MILK LLC,Submitted with possible data errors,304015000,Multifamily Housing,153 Milk Street,1862
901,Franklin Square Apartments,Reported,801385002,Multifamily Housing,11 East Newton Street,1867
398,The Vendome,Reported,501383000,Multifamily Housing,160 Commonwealth Ave.,1871
847,Dartmouth Hotel,Reported,903146010,Multifamily Housing,144 Dudley St,1871
627,191 Commonwealth Ave,Reported,502952000,Multifamily Housing,191 Commonwealth Ave,1872
801,Lyman School Limited Partnership: Lyman School,Reported,105744000,Multifamily Housing,30 Gove Street,1878
1853,Baker Chocolate Factory Apartments (bk028),Reported,1703661000,Multifamily Housing,1220 Adams St,1880
579,The Tudor Condominium Trust,Reported,501604000,Multifamily Housing,34 1/2 Beacon Street,1887
927,Charlesgate Condominiums,Reported,503870210,Multifamily Housing,4 Charlesgate East,1890
1581,Washington Park-1201990000,Reported,1201990000,Multifamily Housing,25-33 Wyoming Street,1890
449,Somerset Condominium,Reported,503809000,Multifamily Housing,"400, 416, 418 Commonwealth Ave, 429 Newbury Street",1897
451,Windsor Place Condominium,Reported,503810000,Multifamily Housing,"388, 390 and 396 Commonwealth Avenue",1897
1306,62 On The Park,Reported,304892000,Multifamily Housing,62 Boylston Street,1897
174,BB/OP/12SS: 31 Burbank Street,Reported,401440000,Multifamily Housing,31 Burbank Street,1899
830,97 St. Stephen,Reported,401670000,Multifamily Housing,97 St. Stephen,1899
832,132-136 Hemenway,Reported,401700000,Multifamily Housing,132-136 Hemenway,1899
910,Olnick - 329 Washington Street,Reported,2202396000,Multifamily Housing,329-343 Washington Street,1899
934,Bigelow Sq,Submitted with possible data errors,600516000,Multifamily Housing,350 West 4th St.,1899
1398,Roxbury Highlands - 15 – 27 Highland,Reported,903516000,Multifamily Housing,15 Highland Ave,1899
1558,St. Botolph,Reported,402270000,Multifamily Housing,351-367 Massachusetts Ave,1899
1736,1615 Commonwealth Ave.,Reported,2101917000,Multifamily Housing,1615 Commonwealth Ave. ,1899
1826,740 East Seventh Street,Reported,604127000,Multifamily Housing,740 East Seventh Street,1899
1835,Our Lady's Guild House,Reported,503917000,Multifamily Housing,20 Charlesgate West,1899
16,Hemenway Apartments,Reported,401797000,Multifamily Housing,491 Huntington Ave,1900
126,Trinity Foley,Reported,1800113100,Multifamily Housing,249 River Street,1900
165,Lionhead Apartments (Dudley),Reported,,Multifamily Housing,3 Monadnock St,1900
171,Westland Ave Apartments,Reported,401512000,Multifamily Housing,65 Westland Ave,1900
268,Baker Square,Reported,1704031010,Multifamily Housing,1241 Adams Street,1900
288,65 E. India Row,Reported,302970000,Multifamily Housing,65 E. India Row,1900
289,85 E. India Row,Reported,302975000,Multifamily Housing,85 E. India Row,1900
448,Twenty-One Beacon Condominium,Reported,302807000,Multifamily Housing,21 Beacon Street,1900
462,East Coast Condominium,Voluntary,303471000,Multifamily Housing,"122, 130 Fulton Street",1900
499,Chapman House,Reported,102829000,Multifamily Housing,61 Eutaw Street,1900
555,Millennium Avery Condo Tr,Reported,304488000,Multifamily Housing,580 Washington Street,1900
602,Essex Street Apartments,Reported,304450050,Multifamily Housing,81 Essex Street,1900
621,Garrison Condominium,Reported,401011000,Multifamily Housing,8 Garrison St,1900
628,Camelot Court,Reported,2.10E+19,Multifamily Housing,10 & 11 Camelot Court,1900
652,St Germain,Reported,401229000,Multifamily Housing,8-67 St Germain Street,1900
798,Barnes School Apartments: Barnes School,Reported,105980000,Multifamily Housing,127 Marion Street,1900
800,Cheverus School: Cheverus School,Reported,100728000,Multifamily Housing,10 Moore Street,1900
856,New Franklin Park,Reported,,Multifamily Housing,132 Seaver Street,1900
859,Historic South End,Reported,,Multifamily Housing,792 Tremont Street,1900
1347,Stony Brook Commons,Reported,1806016400,Multifamily Housing,390 Blue Ledge Drive,1900
1374,1661 Washington St,Reported,900629000,Multifamily Housing,1661 Washington St,1900
1569,Latin Academy I / New Girls Latin Academy,Reported,,Multifamily Housing,380 Talbot Avenue,1900
1574,3-15 Alaska St,Reported,1200420000,Multifamily Housing,3-15 Alaska St,1900
1576,23-29 Mt Pleasant Ave,Reported,802573000,Multifamily Housing,23-29 Mount Pleasant Avenue,1900
1740,1315 Commonwealth Avenue,Reported,2101038000,Multifamily Housing,1315 Commonwealth Avenue,1900
1744,2018 Commonwealth Avenue,Reported,2102462000,Multifamily Housing,2018 Commonwealth Avenue,1900
1746,504 Beacon,Reported,503693000,Multifamily Housing,504 Beacon Street,1900
1851,717 Atlantic Ave Condominium Trust,Reported,304310000,Multifamily Housing,717 Atlantic Ave,1900
587,One India - 29573,Reported,303823000,Multifamily Housing,One India St,1901
1321,CommGlen Apartments,Reported,,Multifamily Housing,74 Glenville Ave,1903
1781,Marketplace Lofts Limited Partnership,Reported,301309000,Multifamily Housing,10 Thacher Street,1904
662,Commonwealth Apartments,Reported,2101031000,Multifamily Housing,1293 Commonwealth Avenue,1905
677,Fensgate,Reported,401777000,Multifamily Housing,73 Hemenway,1908
325,The Stearns: 10 Temple Place,Reported,304794000,Multifamily Housing,10 Temple Pl,1909
495,Westland (ws237),Reported,401521000,Multifamily Housing,16 Westland Ave,1910
603,Commonwealth Apartments,Reported,2101579000,Multifamily Housing,1144-1160 Commonwealth ,1910
644,Parkside Tower: 91 Westland,Reported,401474000,Multifamily Housing,91 Westland Avenue,1910
815,117 Park Drive,Reported,504273000,Multifamily Housing,117 Park Drive,1910
1390,Jefferson Schoolhouse Apartments,Reported,1001671000,Multifamily Housing,240 Heath Street ,1910
1575,Quincy Geneva II-1400314000,Reported,1400314000,Multifamily Housing,87-99 Lawrence Ave,1910
1596,Building 104,Reported,203515760,Multifamily Housing,104 First Avenue,1910
1692,LMI Realty Corp,Reported,2100792000,Multifamily Housing,56 Brighton Ave.,1910
1693,96 Washington St. Realty Trust,Reported,2101914000,Multifamily Housing,96 Washington St.,1910
170,64-70 Burbank St. Apt: 64 Burbank St.,Reported,401476000,Multifamily Housing,64 Burbank St,1912
230,Farrington/Highgate,Reported,21000669000,Multifamily Housing,33 Highgate Street,1912
758,360 Newbury Condo Trust2,Reported,503045010,Multifamily Housing,360 Newbury Street 4th floor,1913
833,56-58 Queensberry,Reported,504285000,Multifamily Housing,56-58 Queensberry,1914
1425,22-24 Buswell Street,Reported,2100199000,Multifamily Housing,22-24 Buswell Street,1914
281,Chestnut Hill Park Condominium Trust,Reported,2102333000,Multifamily Housing,"5 Braemore Rd, 324 CH. Hill Ave. 1868, 1870, 1872, 1874, 1880 Comm. Ave",1915
282,7-21 Aberdeen Street,Reported,2100139000,Multifamily Housing,7-21 Aberdeen Street,1915
1749,881 Mass Ave,Reported,801014000,Multifamily Housing,881 Mass. Avenue,1915
539,Hamilton Union:  518-524 Cambridge St,Reported,2101175000,Multifamily Housing,508-524 Cambridge,1916
321,Mason Place: 80 Mason St,Reported,304838000,Multifamily Housing,80 Mason St,1918
352,11 Tetlow Street - Tetlow Realty Associates,Reported,401834000,Multifamily Housing,11 Tetlow Street,1918
828,49 Symphony,Reported,401552000,Multifamily Housing,49 Symphony,1918
541,Atrium On Commonwealth,Reported,2100477000,Multifamily Housing,1079 Commonwealth Ave.,1919
19,Maple Commons: Maple Commons,Reported,1202491000,Multifamily Housing,15 Maple Street,1920
26,Columbia Road Apartments,Reported,1502435000,Multifamily Housing,414 Columbia Road,1920
28,Brighton-Allston Apartments,Reported,2204054000,Multifamily Housing,493 501 WASHINGTON ST,1920
40,Wilder Gardens,Reported,1400731000,Multifamily Housing,36 Bishop Joe L. Smith Way,1920
42,Columbia Road Apts: 422 Columbia Road,Reported,1502434000,Multifamily Housing,422 Columbia Road,1920
211,3/15 Lorraine Terrace,Submitted with Possible data errors,2101822000,Multifamily Housing,3/15 Lorraine Terrace,1920
231,38 Hemenway,Reported,401395000,Multifamily Housing,38 Hemenway Street,1920
232,AMS Realty Trust,Reported,2101597000,Multifamily Housing,1082 Commonwealth Avenue,1920
233,Hanover,Reported,302391000,Multifamily Housing,216-228 Hanover Street,1920
304,Commonwealth Properties LP: 1800 Commonwealth Ave,Reported,2102302000,Multifamily Housing,1800 Commonwealth Avenue,1920
305,Commonwealth Properties LP: 1810 Commonwealth Ave,Reported,2102301000,Multifamily Housing,1810 Commonwealth Avenue,1920
306,Commonwealth Properties LP: 2045 Commonwealth Avenue,Reported,2205301000,Multifamily Housing,2045 Commonwealth Avenue,1920
307,Commonwealth Residence LLC: 1634 Commonwealth Avenue,Reported,2101997000,Multifamily Housing,1634 Commonwealth Avenue,1920
308,Bancroft Realty LTD PTR: 88 Washington Street,Reported,2101915000,Multifamily Housing,88 Washington Street,1920
309,Commonwealth 1334 Associates LLC: 1334 Commonwealth Avenue,Reported,2101513000,Multifamily Housing,1334 Commonwealth Avenue,1920
310,Washington Associates LLC: 116 Washington Street,Reported,2101900000,Multifamily Housing,116 Washington Street,1920
311,Commonwealth Properties LP: 1820 Commonwealth Avenue,Reported,2102300000,Multifamily Housing,1820 Commonwealth Avenue,1920
312,Bancroft Realty LTD PTR: 1687 Commonwealth Avenue,Reported,2102648000,Multifamily Housing,1687 Commonwealth Avenue,1920
313,Commonwealth Properties,Reported,2102304000,Multifamily Housing,66-70 Chiswick,1920
314,Walbridge Brainerd,Reported,2101463000,Multifamily Housing,25 Walbridge St,1920
315,Park Associates,Reported,2100029000,Multifamily Housing,231 Park Drive,1920
316,Bancroft,Reported,2102155000,Multifamily Housing,119-127 Sutherland,1920
323,Saint Botolph,Reported,402385000,Multifamily Housing,150 Saint Botolph Street,1920
445,Riverway Square Condominium,Reported,402005000,Multifamily Housing,even only 114-122 Riverway,1920
455,Lincoln Halls at Park Drive Condominium,Reported,504213000,Multifamily Housing,11-15 Park Drive,1920
458,The 51 Park drive,Reported,504250000,Multifamily Housing,51 park drive,1920
460,Peterborough Condo,Reported,504224000,Multifamily Housing,82 & 86 Jersey Street,1920
463,1091 Boylston Street Condominium,Reported,504162000,Multifamily Housing,1091 Boylston,1920
473,1444,Reported,2101819000,Multifamily Housing,1442 1444 Commonwealth Ave,1920
518,New Port Antonio - 186 Ruthven St,Reported,1202208000,Multifamily Housing,186 Ruthven St,1920
642,Boylston - 1163 Boylston Street,Reported,504178000,Multifamily Housing,1163 Boylston St,1920
643,Hemenway Park Drive: 26 Hemenway,Reported,401397000,Multifamily Housing,26 Hemenway Street,1920
661,Brighton Allston Apartments,Reported,,Multifamily Housing,493 Washington St.,1920
717,Walbridge/Commonwealth Assoc LLC: 1350 Commonwealth Avenue,Reported,2101454000,Multifamily Housing,1350 Commonwealth Avenue,1920
788,Oliver Lofts,Reported,1000358012,Multifamily Housing,166 Terrace Street,1920
791,Dimock,Reported,,Multifamily Housing,1865 Columbus Avenue,1920
1308,VBC Apartments,Reported,1202455010,Multifamily Housing,495 Blue Hill Ave.,1920
1323,Mattapan B,Reported,1301796000,Multifamily Housing,"3, 7 Bakersfield Street, 40, 48 Sumner Street, 40, 50 Willis Street",1920
1324,Mattapan Apartments E,Reported,,Multifamily Housing,1332-1342 River Street,1920
1553,Shattuck Int’l House,Reported,2100005010,Multifamily Housing,203 Park Drive,1920
1571,LBB Apt - 102-112 Talbot,Reported,1402195000,Multifamily Housing,102-112 Talbot Avenue,1920
1573,79 Walnut Park (Wardman),Reported,1101618000,Multifamily Housing,79 Walnut Park,1920
1582,UE Apartments,Reported,1101626000,Multifamily Housing,2014-2030 Columbus Ave,1920
1583,Wardman,Reported,,Multifamily Housing,19 Wardman Road,1920
1584,Washington Columbia II,Reported,,Multifamily Housing,95 Washington Street,1920
1585,Washington Columbia I,Reported,,Multifamily Housing,180 Columbia Road,1920
1587,Walnut Washington,Reported,1101620000,Multifamily Housing,361-363 Walnut Ave,1920
1619,Cyprus,Reported,2100170000,Multifamily Housing,829 833 Beacon St,1920
860,Chauncy House,Reported,304506000,Multifamily Housing,115-119 Chauncy Street,1922
278,5 Royce Road,Reported,2101545000,Multifamily Housing,5 Royce Road,1924
1442,10-18 Buswell Street,Reported,2100201000,Multifamily Housing,10-18 Buswell Street,1924
107,Van Ness Terrace,Reported,1200280000,Multifamily Housing,238 Warren Street,1925
537,1940 & 1950 Commonwealth Avenue,Reported,2102176000,Multifamily Housing,1940-1950 Commonwealth Avenue,1925
617,4-8-12 ELKO ST,Reported,2202338000,Multifamily Housing,4 Elko Street,1925
831,115 St Stephen,Reported,401672000,Multifamily Housing,115 St Stephen Street,1925
1735,1450 Commonwealth Ave,Reported,2101818000,Multifamily Housing,1450 Commonwealth Ave,1925
353,137 Park Drive - Gilbert Realty Trust,Reported,504277000,Multifamily Housing,137 Park Drive,1926
354,143 Park Drive - Gilbert Realty Trust,Reported,504278000,Multifamily Housing,143 Park Drive,1926
355,"46 Westland Ave - Forty-Six Westland Avenue, LLC",Reported,401516000,Multifamily Housing,46 Westland Avenue,1926
906,100 Arlington,Reported,500805000,Multifamily Housing,100 Arlington Street,1926
1396,Beacon Hill House,Reported,302813000,Multifamily Housing,122 Bowdoin Street,1926
1720,Beacon Exeter Apartments,Reported,503271000,Multifamily Housing,282 Beacon Street,1927
538,"81, 85, 89 Strathmore Road",Reported,2102471000,Multifamily Housing,"81, 85 and 89 Strathmore Road",1928
584,"68 Beacon Street, Inc.",Reported,502280000,Multifamily Housing,68 Beacon Street,1928
616,The Barclay,Reported,501221000,Multifamily Housing,12 Commonwealth Avenue,1928
459,56 & 60 Commonwealth Condominium,Voluntary,501274000,Multifamily Housing,56 and 60 Commonwealth,1929
780,Nazing Court,Reported,,Multifamily Housing,1 Nazing Court,1929
72,Blue Elm Apartments: 172-176 Seaver Street,Reported,1202344000,Multifamily Housing,172-176 Seaver St,1930
93,Blue Elm Apartments-6 Wayne Street,Reported,1202410000,Multifamily Housing,6 Wayne Street,1930
318,Newcastle/Saranac: 609-627 Columbus Ave,Reported,901045000,Multifamily Housing,627 Columbus Ave,1930
320,Newcastle/Saranac: 599 Columbus Ave (1-10),Reported,901006000,Multifamily Housing,599 Columbus Ave,1930
450,Fenmore Condominium,Reported,504165000,Multifamily Housing,"1109-1111 Boylston Street, 50, 52, 56, 60 and 64 Charlesgate East",1930
524,Washington Heights Apartments (Washow),Reported,2101844000,Multifamily Housing,127-135 Washington Street,1930
1578,Bancroft,Reported,1101101001,Multifamily Housing,1-11 Bancroft St,1930
1860,1619 Comm Ave,Submitted with possible data errors,2101918000,Multifamily Housing,1619 Commonwealth Avenue,1932
81,Riviera: 270 Huntington Avenue,Reported,402289000,Multifamily Housing,270 Huntington Avenue,1934
1309,137 Englewood Avenue,Reported,2102331000,Multifamily Housing,137 Englewood Avenue,1935
10,1960-1980 Commonwealth Ave.,Reported,,Multifamily Housing,"1960,1970,1980 Commonwealth Ave.",1937
1663,123 ME MCCORMACK,Municipal,702853000,Multifamily Housing,10 Kemp St.,1938
98,Commerce Apartments,Reported,1101302000,Multifamily Housing,3115 Washington Street,1940
789,Ruggles Shawmut,Reported,902454000,Multifamily Housing,750 Shawmut Ave,1940
1572,Harvard Hill-1405129000,Reported,1405129000,Multifamily Housing,60-70 Hazelton St,1940
1580,Theroch,Voluntary,,Multifamily Housing,223 Columbia Road,1940
1586,Harvard Hill - 436 Harvard,Reported,1404445000,Multifamily Housing,436 Harvard St,1940
1639,101 CHARLESTOWN,Municipal,202920000,Multifamily Housing,55 Bunker Hill St.,1940
1674,124 OLD COLONY,Municipal,700538010,Multifamily Housing,265 East 9th St.,1940
1678,104 LENOX,Municipal,901447000,Multifamily Housing,136 Lenox St.,1940
1681,236 WEST NINTH STREET,Municipal,700386000,Multifamily Housing,195 West Ninth St.,1940
1649,107 HEATH,Municipal,1002333000,Multifamily Housing,30 Bickford Street,1942
259,"Hancock Village - Boston East and West (hc98,hn92)",Reported,2006994000,Multifamily Housing,298 Independence Dr,1948
1659,501 WEST BROADWAY,Municipal,600307000,Multifamily Housing,81 Orton Marotta Way,1949
1673,502 CAMDEN,Municipal,901233000,Multifamily Housing,50 & 60 Camden Street,1949
149,Lincoln Plaza: 66 Lincoln Street,Reported,304304100,Multifamily Housing,66 Lincoln Street,1950
453,Arborway Gardens Condominium,Reported,1102640000,Multifamily Housing,"461, 463, 467, 469, 493, 495 Arborway, ",1950
454,Fenway By The Park Condominium,Reported,504275000,Multifamily Housing,125-131 Park Drive,1950
645,Hemenway Park Drive: 121 Park,Reported,504274000,Multifamily Housing,121 Park Drive,1950
1632,504 FANEUIL,Municipal,2202616000,Multifamily Housing,266 North Beacon Street,1950
1633,505 FAIRMOUNT,Municipal,1810142000,Multifamily Housing,43 Bow Street,1951
1640,226 POND STREET,Municipal,1902006000,Multifamily Housing,29 Pond St.,1951
1645,295 COMMONWEALTH ELDERLY,Municipal,2101848000,Multifamily Housing,"2-4,6-8 Fidelis Way",1951
1666,114 ALICE TAYLOR,Municipal,402043700,Multifamily Housing,260 Ruggles St.,1951
1667,182 COMMONWEALTH,Municipal,2101831100,Multifamily Housing,35 Fidelis Way,1951
1669,106 CATHEDRAL,Municipal,801209010,Multifamily Housing,1472 Washington St.,1951
1652,507 ARCHDALE,Municipal,1903515000,Multifamily Housing,120 Brookway Road,1952
1670,508 ORIENT HEIGHTS,Municipal,102280000,Multifamily Housing,38 Vallar Road,1952
1690,235 WASHINGTON STREET,Municipal,2101840000,Multifamily Housing,91-95 Washington St.,1952
1634,512 SOUTH STREET,Municipal,1103307000,Multifamily Housing,15 St. Rose Street,1953
1657,510 GALLIVAN,Municipal,1800257000,Multifamily Housing,115 Standard Street,1953
1662,111 WHITTIER,Municipal,902643000,Multifamily Housing,1158 Tremont St.,1953
1658,189 FRANKLIN FIELD,Municipal,1402862000,Multifamily Housing,91 Ames St.,1954
1665,119 BROMLEY PARK,Municipal,1001851000,Multifamily Housing,30 Bickford St.,1954
229,Chiswick,Reported,2102229000,Multifamily Housing,69 Chiswick Road,1955
1654,601 FRANKLIN FIELD FAMILY,Municipal,1402862000,Multifamily Housing,91 Ames Street,1958
506,Symphony Court Condo,Reported,401461010,Multifamily Housing,41 Westland Ave,1960
936,St. Cloud,Reported,400218000,Multifamily Housing,557-569 Tremont St.,1960
1562,WILSHIRE WESTMINSTER (frmly Westminster Court),Reported,1101702000,Multifamily Housing,30 Westminster Avenue,1960
1745,25 Park Drive,Reported,504238000,Multifamily Housing,25 Park Drive,1960
588,Emerson Place - 19100,Reported,300449000,Multifamily Housing,10 Emerson PL ,1962
680,Cummins Towers,Municipal,1806659000,Multifamily Housing,950 Canterbury Street,1962
851,Grand Families,Reported,1402009000,Multifamily Housing,214 Harvard St,1962
897,Academy Homes I,Reported,1100916001,Multifamily Housing,1592 Columbus Ave,1962
1641,228 ASHMONT,Municipal,1603120000,Multifamily Housing,374 Ashmont St,1962
1646,229 HOLGATE,Municipal,1202342000,Multifamily Housing,129 Elm Hill Ave.,1962
1680,227 ANNAPOLIS,Municipal,1301797000,Multifamily Housing,52 Sumner St.,1962
608,KIC Dorcester LLC 815 Morton,Reported,1404048000,Multifamily Housing,819-815 Morton Street,1963
848,Adams Court - B,Reported,1801012001,Multifamily Housing,435 River St,1963
