_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes,Log GSF,Log EUI,Log Total Site Energy,Log GHG Emissions,Cluster_simple,Cluster_complex,PCA_simple_1,PCA_simple_2,PCA_complex_1,PCA_complex_2,Cluster_2,Cluster_8
348,100479,2100167000.0,audubon park condo tr,16 miner st,boston,2215.0,16 miner st,boston,2215.0,84310.0,,Multifamily Housing,Multifamily Housing (84310.0),38.3,86.0,3229725.5,1501782.9,79759.69,506431.0,103889.255,,,,,,,,,,,,,,,,,,,,,,20.06,in compliance,183648.945,2025.0,No,No,No,No,No,No,,,11.342255760916721,3.6454498961866,14.987907707067327,12.12078130660839,0,4,0.4335567154004941,-0.922662274290053,0.4335567154004941,-0.922662274290053,0,4
349,100480,303551000.0,ausonia homes associates,145 commercial st,boston,2109.0,145 commercial st,boston,2109.0,174895.0,,Multifamily Housing,Multifamily Housing (174895.0),48.3,86.0,8448837.8,5283255.2,280593.684,927779.2,190324.625,,,,,,,,,,,,,,,,,,,,,,20.62,in compliance,470918.309,2025.0,No,No,No,No,No,No,,,12.071941072833619,3.877431560658527,15.949539451412537,13.06243991634223,1,1,2.398431971290523,-0.7618710958507804,2.398431971290523,-0.7618710958507804,1,1
351,100482,401037010.0,,790 boylston st,boston,2116.0,790 boylston st,boston,2116.0,291222.0,,Multifamily Housing,Multifamily Housing (291222.0),53.4,85.0,15549214.7,541024.9,28733.832,761244.0,156161.594,,,,,,12410825.3,824078.8,,,,,,,,,,,,,,,56.82,in compliance,1008974.226,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,12.581841141901501,3.977810745966149,16.559520693706553,13.824444754906418,1,2,3.7776881378936324,-0.7668841205992555,3.7776881378936324,-0.7668841205992555,1,2
355,100486,304910020.0,,24  58 lagrange st,boston,2116.0,24  58 lagrange st,boston,2116.0,422650.0,76235.0,Multifamily Housing,"Multifamily Housing (422650.0),Parking (76235.0)",48.3,53.0,20428792.8,7785899.7,413509.133,3705420.0,760129.859,,,,,,,,,,,,,,,,,,,,,,3.66,pending revisions,1173638.992,2025.0,No,No,Yes,Yes,No,No,,,12.954299692357074,3.877431560658527,16.83245587547379,13.975619729526207,1,2,4.295371439398701,-1.1475980815669515,4.295371439398701,-1.1475980815669515,1,2
356,100487,1800768001.0,avanath morton village llc,65 morton village dr,boston,2126.0,65  95 morton village dr,boston,2126.0,246000.0,,Multifamily Housing,Multifamily Housing (246000.0),56.3,67.0,13846879.5,10762888.6,571617.014,903866.0,185419.071,,,,,,,,,,,,,,,,,,,,,,37.05,in compliance,757036.085,2025.0,No,No,No,No,No,No,,,12.4130868149145,4.030694535145645,16.443570458353012,13.537166199711487,1,2,3.3922606562614934,-0.5941572576257597,3.3922606562614934,-0.5941572576257597,1,2
361,100492,2101991000.0,b'nai b'rith sr citizens housing inc,30 washington st,boston,2135.0,30  34 washington st,boston,2135.0,140316.0,,Multifamily Housing,Multifamily Housing (140316.0),90.0,74.0,12634546.6,10544336.2,560009.696,612605.6,125669.913,,,,,,,,,,,,,,,,,,,,,,70.14,in compliance,685679.609,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,11.851652300928318,4.499809670330265,16.351945413712606,13.438165755335756,1,1,3.0643250090152607,0.6287105822032345,3.0643250090152607,0.6287105822032345,1,1
363,100496,1001490000.0,back of the hill community development assoc inc,100 s huntington ave,boston,2130.0,100 s huntington av,boston,2130.0,119531.0,,Multifamily Housing,Multifamily Housing (119531.0),49.8,93.0,5949552.4,4163523.9,221124.754,523455.0,107381.559,,,,,,,,,,,,,,,,,,,,,,32.74,in compliance,328506.313,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,11.691331030937592,3.9080149840306073,15.598826547801371,12.702311334378157,1,1,1.6388269263945363,-0.5316483246889755,1.6388269263945363,-0.5316483246889755,1,1
371,100507,1001487000.0,,271-283 heath st,boston,2130.0,283  317 heath st,boston,2130.0,45414.0,,Multifamily Housing,Multifamily Housing (45414.0),27.7,80.0,1256912.6,,,368380.0,75569.473,,,,,,,,,,,,,,,,,,,,,,37.28,in compliance,75569.473,2025.0,No,No,No,No,No,No,,,10.723575706537222,3.3214324131932926,14.044168954526539,11.232807684323651,0,3,-1.4415003076729613,-1.321578613933559,-1.4415003076729613,-1.321578613933559,0,3
373,100518,1001566500.0,,83-107 lawn st,boston,2120.0,83 a-107b lawn st,boston,2120.0,28764.0,,Multifamily Housing,Multifamily Housing (28764.0),33.4,69.0,962051.0,,,281961.0,57841.48,,,,,,,,,,,,,,,,,,,,,,15.4,in compliance,57841.48,2030.0,No,No,No,No,No,No,,,10.266879884222385,3.5085558999826545,13.776822742795636,10.965461444333776,0,3,-2.0616763887682343,-0.7309953450698596,-2.0616763887682343,-0.7309953450698596,0,3
379,100525,1704031010.0,baker square condo trust,1241-1251 adams st,boston,2124.0,1241  1255 adams st,boston,2124.0,229178.0,,Multifamily Housing,Multifamily Housing (229178.0),50.1,65.0,11478495.7,5600800.3,297458.504,1722654.0,353385.242,,,,,,,,,,,,,,,,,,,,,,25.02,in compliance,650843.746,2025.0,No,No,No,No,No,No,,,12.342254273177373,3.914021008090819,16.255985903684284,13.38602487087556,1,2,3.052156731864791,-0.8034438005913096,3.052156731864791,-0.8034438005913096,1,2
381,100529,1101101001.0,bancroft housing inc,1-3 bancroft st,boston,2119.0,1  11 bancroft st,boston,2119.0,25112.0,,Multifamily Housing,Multifamily Housing (25112.0),98.3,,2468103.3,2049382.7,108842.715,122720.0,25174.781,,,,,,,,,,,,,,,,,,,,,,38.96,in compliance,134017.496,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,10.131101098521789,4.5880240271531205,14.718960518885135,11.805725637574078,0,0,-0.42718071296992083,1.5685480354734551,-0.42718071296992083,1.5685480354734551,0,0
383,100533,2102155000.0,bancroft realty lp mass lp,119-127 sutherland rd,boston,2135.0,119  127 sutherland rd,boston,2135.0,47124.0,,Multifamily Housing,Multifamily Housing (47124.0),51.5,92.0,2428047.0,2024373.4,107514.471,118310.0,24270.113,,,,,,,,,,,,,,,,,,,,,,28.12,in compliance,131784.584,2025.0,No,No,No,No,No,No,,,10.76053770436601,3.9415818076696905,14.702597788470053,11.78892392911096,0,6,-0.28700521945108454,-0.053644824793352607,-0.28700521945108454,-0.053644824793352607,0,6
384,100534,2102648000.0,bancroft realty lp mass lp,1687 commonwealth ave,boston,2135.0,1687 commonwealth av,boston,2135.0,27200.0,,Multifamily Housing,Multifamily Housing (27200.0),67.7,93.0,1842738.5,498900.0,26496.579,79962.0,16403.405,,,,,,,,,,1071008.1,79479.511,,,,,,,,,,,41.29,in compliance,122379.495,2030.0,No,No,No,No,No,No,,,10.210972252284089,4.215086179918229,14.426763338359155,11.714882110516761,0,0,-0.8003073799938762,0.7708264588255735,-0.8003073799938762,0.7708264588255735,0,0
388,100539,503870010.0,barnes mansion,10 charlesgate e,boston,2215.0,10 charlesgate east,boston,2215.0,26328.0,,Multifamily Housing,Multifamily Housing (26328.0),119.3,16.0,3140055.6,2658799.8,141208.857,141048.0,28934.587,,,,,,,,,,,,,,,,,,,,,,139.52,in compliance,170143.444,2030.0,No,No,No,No,No,No,,,10.178388290623175,4.78164132910387,14.959751064734037,12.044397148478525,0,0,0.0301583365171287,1.9506229966757027,0.0301583365171287,1.9506229966757027,0,0
389,100540,105980000.0,barnes school lim partner,127 marion st,boston,2128.0,marion st,boston,2128.0,105762.0,,Multifamily Housing,Multifamily Housing (105762.0),46.5,45.0,4919185.0,3093558.6,164298.897,535060.5,109762.311,,,,,,,,,,,,,,,,,,,,,,14.48,in compliance,274061.208,2025.0,No,Yes,No,No,No,No,,,11.568946565648009,3.8394523125933104,15.408653424340443,12.521106747284392,1,4,1.2595584753196183,-0.619848638122392,1.2595584753196183,-0.619848638122392,1,4
390,100541,903737030.0,bartlett b condominium trust,2565 washington st,boston,2119.0,2565 washington st,boston,2119.0,80768.0,,Multifamily Housing,Multifamily Housing (80768.0),34.5,80.0,2784016.2,960541.0,51014.333,534430.0,109632.97,,,,,,,,,,,,,,,,,,,,,,13.9,in compliance,160647.303,2025.0,No,No,No,No,No,No,,,11.29933612646083,3.5409593240373143,14.839405119385034,11.986966576354531,0,4,0.15797853287866215,-1.1204748800916973,0.15797853287866215,-1.1204748800916973,0,4
396,100548,303095000.0,battery street condo tr,376 commercial st,boston,2109.0,21  23 battery st,boston,2109.0,31459.0,,Multifamily Housing,Multifamily Housing (31459.0),27.3,88.0,857732.5,,,251387.0,51569.529,,,,,,,,,,,,,,,,,,,,,,24.09,in compliance,51569.529,2030.0,No,No,No,No,No,No,,,10.356440389711647,3.3068867021909143,13.66204755829747,10.85068625378631,0,3,-2.2488550806351717,-1.1905461591073176,-2.2488550806351717,-1.1905461591073176,0,3
401,100558,901233000.0,bc camden limited,50-60 camden st,boston,2118.0,50  60 camden st,boston,2118.0,72228.0,,Multifamily Housing,Multifamily Housing (72228.0),64.5,61.0,4660853.0,3384793.5,179766.383,373991.7,76720.657,,,,,,,,,,,,,,,,,,,,,,52.0,in compliance,256487.04,2025.0,No,No,No,No,No,No,,,11.18758306133577,4.1666652238017265,15.354709036561033,12.454833416000675,1,5,1.0469367983712927,0.22808747121859474,1.0469367983712927,0.22808747121859474,1,5
402,100562,305550000.0,bc quincy tower llc,5 oak st w,boston,2116.0,5 oak street west,boston,2116.0,132000.0,,Multifamily Housing,Multifamily Housing (132000.0),68.8,64.0,9086665.4,6314934.1,335386.15,812348.0,166645.069,,,,,,,,,,,,,,,,,,,,,,56.4,in compliance,502031.219,2025.0,No,No,No,No,No,No,,,11.790557201568507,4.231203744939298,16.022318556166155,13.126417585983223,1,1,2.450192040598303,0.09766735925943264,2.450192040598303,0.09766735925943264,1,1
403,100563,2003041000.0,bc rockingham glen llc,30 rockingham ave,boston,2132.0,30  40 rockingham av,boston,2132.0,142900.0,,Multifamily Housing,Multifamily Housing (142900.0),59.8,87.0,8545763.7,6648187.6,353085.243,556147.7,146266.845,,,,,,,,,,,,,,,,,,,,,,35.59,in compliance,499352.088,2025.0,No,No,No,No,No,No,,,11.869900363917958,4.091005660956586,15.960946244441086,13.121066713098406,1,1,2.3991089461986705,-0.22534717705112195,2.3991089461986705,-0.22534717705112195,1,1
412,100575,305346000.0,,121-123 beach st,boston,2111.0,121  123 beach st,boston,2111.0,48000.0,,Multifamily Housing,Multifamily Housing (48000.0),29.6,94.0,1422154.5,517200.0,27468.492,265227.0,54408.667,,,,,,,,,,,,,,,,,,,,,,13.15,in compliance,81877.159,2030.0,No,No,No,No,No,No,,,10.778956289890028,3.3877743613300146,14.167683533232392,11.312975342055534,0,3,-1.2299797946601214,-1.2104713651892165,-1.2299797946601214,-1.2104713651892165,0,3
414,100578,300168000.0,beacon house rogerson lp mass lp,15-27 myrtle st,boston,2114.0,32  34 joy st,boston,2114.0,82279.0,,Multifamily Housing,Multifamily Housing (82279.0),19.4,100.0,1598668.7,,,468543.0,96116.911,,,,,,,,,,,,,,,,,,,,,,43.13,in compliance,96116.911,2025.0,No,No,No,No,No,No,,,11.317871190071259,2.9652730660692823,14.284681778353868,11.47332055242181,0,3,-0.835469239860929,-2.323800781734988,-0.835469239860929,-2.323800781734988,0,3
418,100584,503644000.0,beacon towers condo tr,483 beacon st,boston,2115.0,483  479 beacon st,boston,2115.0,70000.0,,Multifamily Housing,Multifamily Housing (70000.0),69.5,90.0,4867724.6,3896399.9,206937.799,284679.0,58399.05,,,,,,,,,,,,,,,,,,,,,,40.18,in compliance,265336.849,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,11.156250521031495,4.241326752570746,15.398137157947716,12.48875542607063,1,5,1.1118920354518007,0.3966459857288305,1.1118920354518007,0.3966459857288305,1,5
419,100585,502677000.0,beacon towers condominium tr,259 beacon st,boston,2116.0,259 beacon st,boston,2116.0,21746.0,,Multifamily Housing,Multifamily Housing (21746.0),91.8,74.0,1997216.3,1724699.9,91598.812,79870.0,16384.532,,,,,,,,,,,,,,,,,,,,,,26.43,in compliance,107983.344,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,9.987185111557695,4.519612297626445,14.507264919001283,11.589732271990664,0,0,-0.8617738113487031,1.4892129373435599,-0.8617738113487031,1.4892129373435599,0,0
429,100614,2005737000.0,belgrade place llc mass llc,446 belgrade ave,boston,2132.0,446 belgrade av,boston,2132.0,56129.0,21858.0,Multifamily Housing,"Multifamily Housing (56129.0),Parking (21858.0)",37.9,87.0,2125251.0,765899.9,40676.944,398403.0,81728.391,,,,,,,,,,,,,,,,,,,,,,22.91,in compliance,122405.335,2025.0,No,No,No,No,No,No,,,10.935407891992757,3.634951112088381,14.569400471012374,11.715093234711802,0,4,-0.4423550321938345,-0.7649974415907822,-0.4423550321938345,-0.7649974415907822,0,4
430,100615,1001631000.0,bell olmstead park llc,161 s huntington ave,boston,2115.0,161 s huntington av,boston,2115.0,193000.0,44100.0,Multifamily Housing,"Multifamily Housing (193000.0),Swimming Pool (0.0),Parking (46800.0)",50.6,76.0,9756584.1,5551976.1,294865.451,1232300.0,252794.022,,,,,,,,,,,,,,,,,,,,,,33.4,in compliance,547659.473,2025.0,No,No,No,No,No,No,,,12.170445467887022,3.92395157629342,16.09345290737447,13.213408973146343,1,2,2.6973401716856036,-0.708030413147558,2.6973401716856036,-0.708030413147558,1,2
433,100618,401037600.0,belvidere condominium trust,100 belvidere st,boston,2116.0,100 belvidere st,boston,2116.0,165000.0,,Multifamily Housing,Multifamily Housing (165000.0),30.6,82.0,5049962.7,273667.7,14534.492,1399852.0,287165.639,,,,,,,,,,,,,,,,,,,,,,,in compliance,301700.131,2025.0,No,No,No,No,No,No,,,12.013700752882718,3.4210000089583352,15.434891415085652,12.617188859353224,1,4,1.479941669139308,-1.6816780544065542,1.479941669139308,-1.6816780544065542,1,4
434,100619,503748000.0,belvoir condo trust,636-638 beacon st,boston,2215.0,636  638 beacon st,boston,2215.0,39550.0,,Multifamily Housing,Multifamily Housing (39550.0),112.5,2.0,4451323.3,2908099.7,154449.175,452293.0,92783.386,,,,,,,,,,,,,,,,,,,,,,40.23,in compliance,247232.561,2030.0,No,No,No,No,No,No,,,10.5853209731958,4.722953221644475,15.308711980723011,12.418084715147117,0,5,0.8048162192610373,1.651363038355351,0.8048162192610373,1.651363038355351,0,5
454,100647,903082100.0,,107-139 madison park ct,boston,2119.0,shawmut av,boston,2119.0,43803.0,,Multifamily Housing,Multifamily Housing (43803.0),40.2,99.0,1762985.0,1322100.0,70216.731,129216.0,26507.37,,,,,,,,,,,,,,,,,,,,,,34.1,in compliance,96724.101,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,10.687457587169673,3.6938669956249757,14.382518953119195,11.479617885134205,0,6,-0.8921449216316032,-0.5363149971722224,-0.8921449216316032,-0.5363149971722224,0,6
464,100663,301523035.0,beverly  street  acquisition,101 beverly st,boston,2114.0,101 beverly st,boston,2114.0,473959.0,83974.0,Multifamily Housing,"Hotel (173154.0),Restaurant (4740.0),Multifamily Housing (291094.0),Parking (83974.0),Other (4971.0)",48.1,84.0,22776353.0,7908573.4,420024.333,4357497.0,893896.935,,,,,,,,,,,,,,,,,,,,,,36.76,in compliance,1313921.268,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,13.06887609904576,3.8732821771117156,16.94123340659054,14.08852655842333,1,2,4.53165253721312,-1.2065700132232207,4.53165253721312,-1.2065700132232207,1,2
466,100665,1002334010.0,bickford street elderly hous,90 bickford st,boston,2130.0,90 bickford st,boston,2130.0,44920.0,,Multifamily Housing,Multifamily Housing (44920.0),50.8,72.0,2279863.5,1411906.6,74986.36,254383.6,52184.252,,,,,,,,,,,,,,,,,,,,,,53.68,in compliance,127170.612,2025.0,No,No,No,No,No,No,,,10.71263840885238,3.927896354584436,14.639626130717385,11.75328486545898,0,6,-0.39618710670249346,-0.05944968650719027,-0.39618710670249346,-0.05944968650719027,0,6
467,100666,2203171000.0,bigelow court condo tr,142 bigelow st,boston,2135.0,142 bigelow st,boston,2135.0,34541.0,8525.0,Multifamily Housing,"Multifamily Housing (34541.0),Parking (8525.0)",45.8,88.0,1583386.9,1083000.0,57518.13,146655.0,30084.807,,,,,,,,,,,,,,,,,,,,,,27.76,in compliance,87602.937,2030.0,Yes,No,No,No,Yes,Yes,,,10.44990230322135,3.824284091120139,14.275076718349387,11.380569803759712,0,6,-1.149468249906366,-0.15991099715973747,-1.149468249906366,-0.15991099715973747,0,6
468,100667,600516000.0,bigelow sq condo tr,350 w fourth st,boston,2127.0,350 w fourth st,boston,2127.0,35923.0,,Multifamily Housing,Multifamily Housing (35923.0),45.2,67.0,1622490.0,532500.0,28281.075,319457.8,65533.573,,,,,,,,,,,,,,,,,,,,,,32.27,in compliance,93814.648,2025.0,No,No,No,No,No,No,,,10.489133037859581,3.8110970868381857,14.299472564213191,11.449076284849202,0,6,-1.0608216746757353,-0.20188847746781627,-1.0608216746757353,-0.20188847746781627,0,6
473,100672,2102859000.0,,41 chestnut hill ave,boston,2135.0,41  45 chestnut hill av,boston,2135.0,29120.0,,Multifamily Housing,Multifamily Housing (29120.0),74.9,69.0,2181697.7,1990543.8,105717.781,56024.0,11492.763,,,,,,,,,,,,,,,,,,,,,,48.01,in compliance,117210.544,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,10.279180502310622,4.316153890523174,14.59561389315579,11.67172711794867,0,0,-0.6233365197487496,0.9369045091814384,-0.6233365197487496,0.9369045091814384,0,0
475,100674,1801980000.0,bismarck street owner llc,2 bismarck st,boston,2126.0,785  795 cummins hw,boston,2126.0,80244.0,,Multifamily Housing,Multifamily Housing (80244.0),80.9,56.0,6493326.2,,,331337.0,67970.472,,,,,,,,,,5362804.3,397973.707,,,,,,,,,,,159.11,in compliance,465944.179,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,11.292827271841979,4.393213824064446,15.686285468947322,13.051821118379033,1,1,1.8831535543374929,0.6712031344902243,1.8831535543374929,0.6712031344902243,1,1
476,100679,300670000.0,,33 blossom st,boston,2114.0,33 blossom st,boston,2114.0,129648.0,,Multifamily Housing,Multifamily Housing (129648.0),52.4,92.0,6788952.1,4891637.9,259794.889,556071.0,114072.405,,,,,,,,,,,,,,,,,,,,,,27.87,in compliance,373867.294,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,11.772578364700507,3.9589065913269965,15.730807157727888,12.831656184553003,1,1,1.903501217132604,-0.4616298594124512,1.903501217132604,-0.4616298594124512,1,1
477,100680,900352000.0,,42 w newton st,boston,2118.0,43  41 w newton st,boston,2118.0,22039.0,,Multifamily Housing,Multifamily Housing (22039.0),39.9,85.0,880324.1,366900.0,19486.059,150476.0,30868.647,,,,,,,,,,,,,,,,,,,,,,23.57,in compliance,50354.706,2030.0,No,No,No,No,No,No,,,10.000568890186692,3.686376323895818,13.688045414104812,10.82684735951888,0,3,-2.334680391781832,-0.24719202640345186,-2.334680391781832,-0.24719202640345186,0,3
478,100683,1809255000.0,blake estates associates  lp,1344 hyde park ave,boston,2136.0,1344 hyde park av,boston,2136.0,187533.0,,Multifamily Housing,Multifamily Housing (187533.0),45.9,94.0,8603056.5,5999550.4,318636.122,763044.0,156530.846,,,,,,,,,,,,,,,,,,,,,,31.43,in compliance,475166.968,2025.0,No,No,No,No,No,No,,,12.14171010890642,3.8264651170664994,15.967628105058381,13.071421532830005,1,1,2.44454569248838,-0.8993468947384339,2.44454569248838,-0.8993468947384339,1,1
488,100702,202360000.0,bmirf gatehouse llc,75 w school st,boston,2129.0,75 w school st,boston,2129.0,117921.0,22248.0,Multifamily Housing,"Multifamily Housing (117921.0),Parking (28242.0)",41.8,92.0,4929769.6,2186600.0,116130.326,803977.0,164927.842,,,,,,,,,,,,,,,,,,,,,,24.01,in compliance,281058.168,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,11.67777018771285,3.7328963395307104,15.410802810646873,12.54631693045232,1,4,1.3099643911531718,-0.8879497278111935,1.3099643911531718,-0.8879497278111935,1,4
493,100717,504215000.0,bobson residential llc,11 peterborough st,boston,2215.0,11 peterborough st,boston,2215.0,32875.0,,Multifamily Housing,Multifamily Housing (32875.0),68.0,86.0,2236574.4,1838800.0,97658.668,116581.0,23915.426,,,,,,,,,,,,,,,,,,,,,,,in compliance,121574.094,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10075,,10.400467769480066,4.219507705176107,14.620455967565983,11.708279183054213,0,0,-0.5359108705502533,0.6832377657773622,-0.5359108705502533,0.6832377657773622,0,0
494,100718,504241000.0,bobson residential llc,11 queensberry st,boston,2215.0,11 queensberry st,boston,2215.0,32628.0,,Multifamily Housing,Multifamily Housing (32628.0),93.1,65.0,3037151.5,21100.0,1120.621,94891.0,19465.94,,,,,,,,,,2692283.4,199794.351,,,,,,,,,,,26.07,in compliance,220380.912,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,10.39292609442047,4.533674184283021,14.926430627538375,12.303112746339767,0,5,0.2394939820862824,1.3598188075172157,0.2394939820862824,1.3598188075172157,0,5
537,100772,900650000.0,,1701 washington st,boston,2118.0,worcester st,boston,2118.0,55472.0,,Multifamily Housing,Multifamily Housing (55472.0),74.9,,4154028.7,1092100.0,58001.431,897400.0,184092.636,,,,,,,,,,,,,,,,,,,,,,51.7,in compliance,242094.067,2025.0,No,No,No,No,No,No,,,10.923633667924804,4.316153890523174,15.239589192397698,12.39708163622355,1,5,0.8040466934678914,0.6590295814605523,0.8040466934678914,0.6590295814605523,1,5
538,100773,900890000.0,,155 northampton st,boston,2118.0,155 northampton st,boston,2118.0,55472.0,,Multifamily Housing,Multifamily Housing (55472.0),73.5,,4079632.5,949600.0,50433.256,917360.1,188187.251,,,,,,,,,,,,,,,,,,,,,,53.54,in compliance,238620.507,2025.0,No,No,No,No,No,No,,,10.923633667924804,4.297285406218791,15.221517468794069,12.382629732144657,1,5,0.7728937894306614,0.6201182479414209,0.7728937894306614,0.6201182479414209,1,5
544,100792,1002333400.0,boston housing auth,265-267 centre st,boston,2130.0,265  279 centre st,boston,2130.0,47432.0,,Multifamily Housing,Multifamily Housing (47432.0),91.0,,4316594.1,3253500.2,172793.396,311575.0,63916.496,,,,,,,,,,,,,,,,,,,,,,146.4,in compliance,236709.892,2025.0,No,No,No,No,No,No,,,10.767052385387204,4.51085950651685,15.277977246489597,12.374590585925844,0,5,0.7881301338499952,1.1290886342069084,0.7881301338499952,1.1290886342069084,0,5
545,100793,1201140000.0,boston housing auth,280 martin luther king jr blvd,boston,2119.0,280 martin luther king jr bl,boston,2119.0,95200.0,,Multifamily Housing,Multifamily Housing (95200.0),89.3,,8503942.8,6694900.4,355566.16,530200.0,108765.228,,,,,,,,,,,,,,,,,,,,,,46.12,in compliance,464331.388,2025.0,No,No,No,No,No,No,,,11.463735220779457,4.492001487882454,15.956040472734827,13.048353774566033,1,1,2.23012835922382,0.7833511972740081,2.23012835922382,0.7833511972740081,1,1
549,100797,1502943000.0,boston housing auth,330 bowdoin st,boston,2125.0,330 bowdoin st,boston,2125.0,64830.0,,Multifamily Housing,Multifamily Housing (64830.0),80.9,,5244269.9,3637900.3,193208.885,470800.0,96579.912,,,,,,,,,,,,,,,,,,,,,,55.99,in compliance,289788.797,2025.0,No,No,No,No,No,No,,,11.07952373816904,4.393213824064446,15.472646590886052,12.576907650426529,1,5,1.2392458511760756,0.7473475874289683,1.2392458511760756,0.7473475874289683,1,5
552,100800,1801546000.0,boston housing auth,705 river st,boston,2136.0,705 river st,boston,2136.0,60440.0,,Multifamily Housing,Multifamily Housing (60440.0),69.3,,4186073.8,,,1226868.0,251679.702,,,,,,,,,,,,,,,,,,,,,,84.95,in compliance,251679.702,2025.0,No,No,No,No,No,No,,,11.009406416386676,4.238444906195857,15.247273812028563,12.435912534248175,1,5,0.8644361267327746,0.46161050869109344,0.8644361267327746,0.46161050869109344,1,5
559,100808,303560000.0,boston housing authority,151-185 fulton st,boston,2109.0,204  174 commercial st,boston,2109.0,97300.0,,Multifamily Housing,Multifamily Housing (97300.0),61.3,56.0,5965831.2,4233900.0,224862.429,507600.0,104129.064,,,,,,,,,,,,,,,,,,,,,,68.78,in compliance,328991.493,2025.0,No,No,No,No,No,No,,,11.485554268174097,4.115779842942166,15.60155894999246,12.703787172270351,1,1,1.5867517797755757,-0.008701176190593114,1.5867517797755757,-0.008701176190593114,1,1
562,100811,400975000.0,boston housing authority,60-84 saint botolph st,boston,2116.0,garrison st,boston,2116.0,90944.0,,Multifamily Housing,Multifamily Housing (90944.0),57.0,,5188326.6,1264799.9,67173.523,1149920.0,235894.589,,,,,,,,,,,,,,,,,,,,,,41.3,in compliance,303068.112,2025.0,No,No,No,No,No,No,,,11.417999211456772,4.04305126783455,15.461921775405406,12.62171285130876,1,1,1.351444521434188,-0.12642619375553973,1.351444521434188,-0.12642619375553973,1,1
563,100812,402043200.0,,60-68 annunciation rd,boston,2120.0,60  68 annunciation rd,boston,2120.0,32868.0,,Multifamily Housing,Multifamily Housing (32868.0),78.6,,2582911.6,1917500.0,101838.425,195021.0,40006.608,,,,,,,,,,,,,,,,,,,,,,79.57,in compliance,141845.033,2025.0,No,No,No,No,No,No,,,10.400254819051078,4.364371699435161,14.764427847721523,11.862490423762102,0,0,-0.2615751454955412,0.9854554588849169,-0.2615751454955412,0.9854554588849169,0,0
564,100813,402043300.0,boston housing authority,50-58 annunciation rd,boston,2120.0,50  58 annunciation rd,boston,2120.0,72618.0,,Multifamily Housing,Multifamily Housing (72618.0),59.8,64.0,4345883.2,3224399.7,171247.868,328688.0,67427.056,,,,,,,,,,,,,,,,,,,,,,79.58,in compliance,238674.924,2025.0,No,No,No,No,No,No,,,11.192968103966658,4.091005660956586,15.284739564149744,12.382857754441547,1,5,0.9172207524131386,0.06814419720684886,0.9172207524131386,0.06814419720684886,1,5
